ID,UCSC_RefGene_Group,UCSC_RefGene_Name
cg18763046,TSS1500,CRAMP1L
cg18786718,Body;Body;Body,PRSS21;PRSS21;PRSS21
cg18795433,Body;Body;Body,TSC2;TSC2;TSC2
cg18802138,,
cg18806980,Body,ATP2C2
cg18813733,5'UTR,ZC3H18
cg18816877,TSS1500;TSS1500,CACNA1H;CACNA1H
cg18826520,Body,RHOT2
cg18838182,TSS200,LOC283922
cg18861001,,
cg18867659,TSS1500,NETO2
cg18891915,Body,HS3ST6
cg18892212,Body,SLC5A2
cg18897587,,
cg18902057,TSS1500,ZC3H18
cg18935586,,
cg18989176,TSS1500,CDR2
cg19030554,TSS1500;Body;TSS1500,NME3;MRPS34;EME2
cg19034028,TSS1500,CDH3
cg19047292,TSS200;Body;Body,DKFZP434H168;GNAO1;GNAO1
cg19048496,TSS1500;TSS1500,TCEB2;TCEB2
cg19055280,,
cg19056176,5'UTR,KIAA0513
cg19061957,TSS1500,DHODH
cg19063516,Body,LMF1
cg19064258,1stExon,HS3ST2
cg19065650,TSS200,NUP93
cg19075081,Body,MTSS1L
cg19091641,TSS1500,ZP2
cg19094438,Body;Body;Body;Body;TSS1500;TSS1500;Body,BCAR1;BCAR1;BCAR1;BCAR1;BCAR1;BCAR1;BCAR1
cg19105690,TSS1500,PLA2G15
cg19110355,5'UTR;5'UTR,WWP2;WWP2
cg19118262,3'UTR;TSS200,COG8;PDF
cg19130301,Body,NARFL
cg19133466,Body,SNX29
cg19145289,TSS200;TSS200;TSS200,LOC283856;GNAO1;GNAO1
cg19149524,TSS1500,C16orf11
cg19149941,Body;Body,AXIN1;AXIN1
cg19168338,Body,CORO7
cg19194454,TSS1500;TSS1500;TSS1500,NQO1;NQO1;NQO1
cg19212948,5'UTR;1stExon;1stExon;5'UTR;1stExon;5'UTR,RBBP6;RBBP6;RBBP6;RBBP6;RBBP6;RBBP6
cg19214300,TSS200,MT1IP
cg19215541,,
cg19216839,Body;Body,FANCA;FANCA
cg19224673,TSS200,PSMD7
cg19227170,TSS200,WFIKKN1
cg19229809,5'UTR;1stExon,ZNF267;ZNF267
cg19238840,TSS1500;TSS1500;TSS1500;TSS1500,GP2;GP2;GP2;GP2
cg19261597,3'UTR,SBK1
cg19282742,TSS1500;TSS1500,ARMC5;ARMC5
cg19289461,TSS1500,
cg19296571,5'UTR;1stExon,GABARAPL2;GABARAPL2
cg19297232,TSS1500,SMPD3
cg19306640,TSS200,AQP8
cg19311153,TSS1500;TSS1500,MARVELD3;MARVELD3
cg19328294,TSS1500,PRSS22
cg19328639,TSS1500;Body,PRMT7;SLC7A6OS
cg19356324,5'UTR;TSS1500,PRMT7;SLC7A6OS
cg19364688,Body;Body,CTF1;CTF1
cg19369556,Body,CDH13
cg19378133,TSS1500;TSS1500,A2BP1;A2BP1
cg19383577,1stExon,ARL2BP
cg19390357,Body,SNX29
cg19403023,Body,TESSP1
cg19423311,TSS1500;1stExon;5'UTR,IL21R;IL21R;IL21R
cg19428417,TSS1500;TSS1500,RRAD;RRAD
cg19434247,Body,ZNF598
cg19450025,Body;TSS1500;Body;TSS1500;Body;TSS1500;TSS1500;Body,GIYD1;SULT1A3;GIYD2;BOLA2B;GIYD1;BOLA2;SULT1A4;GIYD2
cg19450240,5'UTR;5'UTR,MLKL;MLKL
cg19464252,TSS1500,FBRS
cg19494587,Body,BAIAP3
cg19510999,TSS200;TSS200;TSS200;TSS200;TSS200,CKLF;CKLF;CKLF;CKLF;CKLF
cg19511817,TSS1500,ABCC6P2
cg19514469,Body,ELMO3
cg19532118,Body,C16orf87
cg19534703,Body,TESSP1
cg19546781,1stExon;5'UTR,CCL17;CCL17
cg19570309,TSS1500;TSS1500;Body,LOC440356;LOC440356;CDIPT
cg19571071,TSS1500;Body,GTF3C1;KIAA0556
cg19574101,5'UTR,FUK
cg19581275,TSS1500,PDPR
cg19582491,Body,RLTPR
cg19584660,Body;Body,PKD1;PKD1
cg19593572,TSS1500,POLR3E
cg19605644,Body,LMF1
cg19605773,,
cg19622714,,
cg19635926,Body,TCF25
cg19663795,5'UTR,
cg19703826,5'UTR;5'UTR,ZNF213;ZNF213
cg19706682,Body;TSS1500;TSS1500,LRRC50;HSDL1;HSDL1
cg19754709,Body,ABCA3
cg19761211,3'UTR,ST3GAL2
cg19767959,,
cg19769182,5'UTR,PRRT2
cg19790294,TSS1500,CYBA
cg19791043,Body,LOC146336
cg19797604,1stExon,SPIRE2
cg19807685,5'UTR;1stExon,HSD17B2;HSD17B2
cg19809575,Body;Body,BANP;BANP
cg19815928,Body,ATP6V0D1
cg19819571,TSS1500,KIAA0174
cg19819891,Body;Body,MYST1;MYST1
cg19824325,TSS1500;TSS1500,SETD6;SETD6
cg19837824,TSS1500;Body;TSS1500;TSS1500,TSC2;NTHL1;TSC2;TSC2
cg19843760,,
cg19854017,TSS1500,PDXDC1
cg19854301,Body,CDH13
cg19869415,TSS200;TSS200,PAPD5;PAPD5
cg19881263,Body,ZNF668
cg19890739,TSS1500,GINS2
cg19899008,TSS1500;TSS1500;TSS1500,SLC12A4;SLC12A4;SLC12A4
cg19907055,TSS200,VPS4A
cg19927508,Body,COX6A2
cg19935397,TSS1500,ZNF263
cg19939627,Body;TSS1500,EME2;MRPS34
cg19949931,Body;TSS1500;Body,PKD1;MIR1225;PKD1
cg19951139,Body;Body,CACNA1H;CACNA1H
cg19956224,Body;Body;Body;Body,UBE2I;UBE2I;UBE2I;UBE2I
cg19973135,5'UTR;1stExon;1stExon;5'UTR,MARVELD3;MARVELD3;MARVELD3;MARVELD3
cg19977912,TSS200;TSS200,PIGQ;PIGQ
cg19981839,TSS1500;TSS200,CD2BP2;CD2BP2
cg19983815,TSS200,ATP6V0C
cg20010135,5'UTR;5'UTR;5'UTR,HSD3B7;HSD3B7;HSD3B7
cg20020483,,
cg20023231,TSS1500,HS3ST2
cg20023898,,
cg20035459,TSS1500,CLDN6
cg20047230,TSS200,CP110
cg20055101,1stExon,ZSCAN10
cg20065768,,
cg20075315,TSS200,RSL1D1
cg20083730,1stExon;5'UTR,MT1E;MT1E
cg20086208,TSS200,GPR139
cg20100381,5'UTR;Body;5'UTR,NAE1;NAE1;NAE1
cg20100620,TSS200,CCDC154
cg20104307,Body;Body,HAGHL;HAGHL
cg20107733,Body,SRRM2
cg20141013,1stExon,C16orf72
cg20142224,5'UTR,DOK4
cg20158248,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,ABCC1;ABCC1;ABCC1;ABCC1;ABCC1
cg20184917,Body,SPATA2L
cg20195987,Body,TNFRSF12A
cg20218520,Body;Body,LCMT1;LCMT1
cg20220196,Body,RHBDF1
cg20222869,Body;Body,ARMC5;ARMC5
cg20247596,1stExon;5'UTR;5'UTR,YPEL3;YPEL3;YPEL3
cg20253700,Body;Body;Body,TSC2;TSC2;TSC2
cg20264732,1stExon,ESRP2
cg20280492,,
cg20283771,Body;Body,CBFA2T3;CBFA2T3
cg20286147,TSS1500,C16orf90
cg20295000,5'UTR;1stExon,LONP2;LONP2
cg20297053,,
cg20312475,TSS1500,GPRC5B
cg20315643,5'UTR;1stExon;1stExon;5'UTR,TAF1C;TAF1C;TAF1C;TAF1C
cg20319926,Body;Body;Body;Body;Body,C16orf13;C16orf13;C16orf13;C16orf13;C16orf13
cg20322611,5'UTR,IFT140
cg20337860,Body;Body;Body,TSC2;TSC2;TSC2
cg20349625,,
cg20350269,1stExon,USP31
cg20364025,Body,GALNS
cg20364187,3'UTR,ZSCAN10
cg20368988,TSS1500,FOXF1
cg20373326,TSS200,HSD17B2
cg20376009,,
cg20377627,5'UTR,SCNN1G
cg20391948,5'UTR,ANKRD11
cg20397902,,
cg20401945,1stExon,ASPHD1
cg20403387,,
cg20427865,TSS200,CX3CL1
cg20430434,TSS200,MT2A
cg20431676,Body,FAM38A
cg20452583,Body;TSS1500,PMM2;TMEM186
cg20470467,,
cg20526663,5'UTR;1stExon,CDR2;CDR2
cg20527168,,
cg20543416,TSS1500,MMP25
cg20555310,,
cg20565740,TSS200,KIAA0513
cg20566643,5'UTR;1stExon,MMP15;MMP15
cg20567721,5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon;TSS200,CENPN;CENPN;CENPN;CENPN;CENPN;CENPN;C16orf61
cg20573831,Body;Body,FANCA;FANCA
cg20577878,5'UTR,PDP2
cg20587543,TSS1500,ABAT
cg20610177,Body;Body,RAB11FIP3;RAB11FIP3
cg20610605,,
cg20652640,1stExon,ZFPM1
cg20663777,,
cg20669561,3'UTR,ZNF319
cg20672044,TSS1500,HPR
cg20675440,Body;TSS1500,NIP7;COG8
cg20680045,TSS1500,C16orf91
cg20687462,TSS1500,CCDC102A
cg20707345,Body;TSS1500;TSS1500;Body;TSS1500,PARD6A;ACD;ACD;PARD6A;ACD
cg20712430,TSS1500;TSS1500,KREMEN2;KREMEN2
cg20716119,Body,CDH1
cg20722469,Body,KCTD5
cg20722590,Body,MMP15
cg20744809,5'UTR;1stExon;1stExon;5'UTR,FTSJD1;FTSJD1;FTSJD1;FTSJD1
cg20751926,Body,MMP15
cg20757196,TSS1500;5'UTR,SNORD60;TRAF7
cg20769774,TSS1500;TSS1500;TSS1500,CYLD;CYLD;CYLD
cg20772904,Body,SHCBP1
cg20797188,,
cg20797766,TSS1500,PRSS27
cg20807545,TSS1500,ADAMTS18
cg20824109,,
cg20836669,5'UTR,MKL2
cg20877811,TSS200;TSS200,ATP2A1;ATP2A1
cg20886062,TSS200,DCI
cg20892135,TSS200,PLCG2
cg20911831,,
cg20915212,Body,ABCA3
cg20929229,TSS200,GGA2
cg20943255,TSS1500;Body,TMEM8A;LOC100134368
cg20946277,,
cg20957193,TSS200,ZNRF1
cg20972091,,
cg20972466,TSS200,DPEP1
cg20977864,5'UTR;5'UTR,HYDIN;HYDIN
cg20981893,Body,HSD11B2
cg20984188,TSS200,B3GNT9
cg20999813,Body,USP10
cg21006836,Body,TRIM72
cg21024145,1stExon;5'UTR;1stExon;5'UTR,RPS15A;RPS15A;RPS15A;RPS15A
cg21038123,Body,JMJD8
cg21038996,5'UTR;5'UTR;5'UTR;5'UTR;TSS200;1stExon;1stExon;TSS200;1stExon;1stExon,ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200
cg21046068,Body,TMEM170A
cg21048669,TSS200,CLEC3A
cg21082427,,
cg21085535,TSS1500;TSS1500;TSS1500,FLYWCH2;FLYWCH2;FLYWCH2
cg21112925,Body;TSS1500;TSS1500;Body,FAM96B;CES2;CES2;FAM96B
cg21142272,TSS1500,EXOC3L
cg21164099,Body,HTA
cg21184011,TSS1500,ZC3H18
cg21186779,,
cg21196187,TSS1500,PSKH1
cg21198531,Body,CIITA
cg21212066,Body;1stExon;1stExon;Body;1stExon,GLG1;GLG1;GLG1;GLG1;GLG1
cg21228284,5'UTR;5'UTR;TSS200;1stExon;5'UTR,TXNL4B;TXNL4B;DHX38;TXNL4B;TXNL4B
cg21264555,,
cg21264724,Body,FUK
cg21275690,Body;Body;Body;TSS1500;TSS1500,HCFC1R1;HCFC1R1;HCFC1R1;THOC6;THOC6
cg21285383,TSS1500,SPIRE2
cg21306218,TSS1500;TSS200;1stExon;5'UTR,ZNF276;C16orf7;ZNF276;ZNF276
cg21321885,5'UTR;5'UTR,NDE1;NDE1
cg21322452,TSS200,CCDC64B
cg21335942,Body;Body,SETD6;SETD6
cg21348691,1stExon;5'UTR;1stExon;5'UTR,DUS2L;DUS2L;DDX28;DDX28
cg21369679,TSS200,DNAJA2
cg21370856,Body;Body,PRKCB;PRKCB
cg21396064,TSS200,MIR193B
cg21405799,Body,NECAB2
cg21426387,5'UTR,SNN
cg21432375,TSS1500;TSS1500,SHISA9;SHISA9
cg21433313,TSS1500;5'UTR;TSS1500,NAT15;NAT15;NAT15
cg21439450,1stExon,POLR2C
cg21445230,Body,PSMB10
cg21452411,TSS200,PRSS22
cg21458041,TSS1500,TNP2
cg21461308,Body,KLHDC4
cg21476593,TSS1500,PGP
cg21485906,TSS200,SLC7A5P1
cg21491107,5'UTR;Body,KIAA0182;KIAA0182
cg21503093,1stExon;5'UTR,EMP2;EMP2
cg21509097,Body,PLA2G15
cg21510697,TSS1500,USP31
cg21514871,TSS1500,MEFV
cg21520826,TSS200,DECR2
cg21522797,,
cg21530453,TSS1500;Body;Body,LOC283856;GNAO1;GNAO1
cg21530890,1stExon,SOX8
cg21551271,,
cg21566086,Body,APOB48R
cg21576151,Body;Body,RAB11FIP3;RAB11FIP3
cg21593409,Body,IL17C
cg21603914,,
cg21608192,Body,XYLT1
cg21610192,Body,DYNC1LI2
cg21615663,5'UTR;5'UTR,IQCK;C16orf88
cg21619287,TSS200,TRAP1
cg21622152,TSS1500;TSS1500,FLYWCH1;FLYWCH1
cg21634842,Body,MPHOSPH6
cg21644628,TSS1500,HEATR3
cg21644826,5'UTR;1stExon;1stExon;5'UTR,ACSM3;ACSM3;ACSM3;ACSM3
cg21649442,5'UTR,SDR42E1
cg21657816,Body,COQ7
cg21658946,3'UTR;1stExon,COG8;PDF
cg21664030,Body,HBM
cg21682826,1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon,HERPUD1;HERPUD1;HERPUD1;HERPUD1;HERPUD1;HERPUD1
cg21686987,Body,CTRB1
cg21695020,TSS200;TSS200,DPEP3;DPEP3
cg21696393,TSS1500,SOX8
cg21700863,Body,PDXDC1
cg21702497,5'UTR,POLR3E
cg21711333,5'UTR,UNKL
cg21742836,TSS1500,PPP4C
cg21745164,TSS1500,CHP2
cg21757440,Body,ZNF319
cg21787369,Body,ANKRD11
cg21798873,5'UTR;5'UTR;5'UTR,HMOX2;HMOX2;HMOX2
cg21830962,TSS200,UQCRC2
cg21839338,Body,FAM18A
cg21844038,TSS1500,FAM100A
cg21846790,TSS1500,FAM100A
cg21862373,TSS1500;5'UTR;TSS1500,SNHG9;RPS2;SNORA78
cg21871735,Body;TSS1500;TSS200,SNHG9;RPS2;SNORA78
cg21875234,1stExon;1stExon;5'UTR,GSPT1;GSPT1;GSPT1
cg21910663,Body;TSS1500;Body,MGC23284;MVD;MGC23284
cg21918026,TSS200;TSS200,SLC7A6OS;PRMT7
cg21928142,TSS1500,PHKG2
cg21946698,TSS1500;TSS1500,RGS11;RGS11
cg21947488,Body;Body,PKD1;PKD1
cg21952313,TSS1500;Body,ZNF821;ATXN1L
cg21954346,TSS1500,ESRP2
cg21960110,TSS1500,HBZ
cg21963318,TSS1500;1stExon;5'UTR;1stExon;5'UTR,COX4I1;COX4NB;COX4NB;COX4NB;COX4NB
cg21963925,Body;Body,CACNA1H;CACNA1H
cg21964165,5'UTR,IFT140
cg21982518,TSS1500;TSS200,TMC7;TMC7
cg21989500,1stExon,NDUFAB1
cg21996068,Body;Body,UMOD;UMOD
cg22023435,Body,CBFA2T3
cg22062239,1stExon;1stExon,VKORC1;VKORC1
cg22067472,1stExon,CYB5B
cg22074242,Body,TFAP4
cg22099398,,
cg22103999,TSS1500;TSS1500,DNAJA3;DNAJA3
cg22115808,1stExon,NUDT16L1
cg22116290,5'UTR,SMPD3
cg22136326,TSS1500,ARL2BP
cg22136365,TSS200,TAT
cg22137448,TSS1500;TSS1500,RNPS1;RNPS1
cg22138388,Body;Body,HAGH;HAGH
cg22144162,,
cg22151587,1stExon;5'UTR,TFAP4;TFAP4
cg22152192,TSS1500;Body,CRYM;NCRNA00169
cg22167353,Body,NECAB2
cg22171142,TSS200,NLRC3
cg22178085,TSS1500;TSS1500;5'UTR,NDE1;MIR484;KIAA0430
cg22190721,Body,ESRP2
cg22195115,Body,ZCCHC14
cg22198623,Body,MT1G
cg22208361,TSS200,GFER
cg22217807,5'UTR,ABAT
cg22235727,1stExon;5'UTR,CBFA2T3;CBFA2T3
cg22240667,,
cg22244418,TSS1500;Body,OGFOD1;NUDT21
cg22250781,TSS1500,NHLRC4
cg22256664,TSS200,ZNF598
cg22263059,Body,CX3CL1
cg22271663,3'UTR,FBXL16
cg22279504,Body,IRX3
cg22285897,TSS200,LONP2
cg22305782,Body,FBXL19
cg22309489,1stExon;1stExon;5'UTR;5'UTR,OSGIN1;OSGIN1;OSGIN1;OSGIN1
cg22311615,TSS1500,ZNF629
cg22313497,Body,STUB1
cg22314562,Body;Body,CHMP1A;CHMP1A
cg22319147,5'UTR;1stExon,CDH5;CDH5
cg22321985,3'UTR;3'UTR,CREBBP;CREBBP
cg22328890,TSS200;TSS200,SLC7A6;SLC7A6
cg22337624,5'UTR;5'UTR;TSS1500;5'UTR,TXNL4B;TXNL4B;DHX38;TXNL4B
cg22341968,TSS200,NSMCE1
cg22354505,Body,TCF25
cg22377963,TSS1500,BCL7C
cg22381196,TSS1500,DHODH
cg22388260,TSS200,MIR365-1
cg22404481,Body,AFG3L1
cg22412612,1stExon;1stExon;5'UTR;5'UTR,LCMT1;LCMT1;LCMT1;LCMT1
cg22420257,Body,USP7
cg22438525,5'UTR,C16orf74
cg22452755,Body;Body;Body;Body,CMTM3;CMTM3;CMTM3;CMTM3
cg22466217,TSS1500;5'UTR;Body,C16orf7;ZNF276;ZNF276
cg22470426,TSS200;TSS200,LUC7L;LUC7L
cg22476645,TSS200,NTAN1
cg22478179,,
cg22490695,TSS200;TSS200,ITGAM;ITGAM
cg22499237,TSS1500;TSS1500,PDPK1;PDPK1
cg22508957,TSS1500;5'UTR;TSS1500,NAT15;NAT15;NAT15
cg22510362,,
cg22530146,Body,ZNF469
cg22536398,1stExon;5'UTR,NTN3;NTN3
cg22563043,1stExon;5'UTR,CRISPLD2;CRISPLD2
cg22570122,TSS200,CBLN1
cg22605342,Body,RSL1D1
cg22609068,TSS200,C16orf67
cg22616007,TSS200,GLIS2
cg22621780,,
cg22637872,TSS1500;5'UTR,THAP11;CENPT
cg22638268,Body;Body,FBXO31;FBXO31
cg22655224,5'UTR;1stExon,MT3;MT3
cg22659426,Body;1stExon,CLN3;CLN3
cg22660447,Body,C16orf7
cg22674717,TSS1500;TSS1500,SALL1;SALL1
cg22676843,,
cg22677246,Body,COTL1
cg22721827,TSS1500,NTN3
cg22722802,TSS200;TSS200,MPV17L;MPV17L
cg22724132,1stExon,CMIP
cg22728782,,
cg22730830,Body;Body;Body,PRSS21;PRSS21;PRSS21
cg22734315,1stExon,ATMIN
cg22739204,TSS200,PPP4C
cg22744680,Body;Body,KREMEN2;KREMEN2
cg22776856,TSS1500;TSS1500,THOC6;THOC6
cg22779195,,
cg22781074,5'UTR;5'UTR;1stExon;TSS1500,HAGHL;HAGHL;HAGHL;CCDC78
cg22784047,Body,PRRT2
cg22786826,Body,ATP6V0C
cg22791932,Body,ZFPM1
cg22819888,TSS200,ZNF720
cg22827290,1stExon,ORAI3
cg22832044,Body,CDH1
cg22834154,TSS200;5'UTR;TSS200,LRRC29;LRRC29;TMEM208
cg22846949,5'UTR;Body,PARN;PARN
cg22874960,1stExon;5'UTR;TSS1500,NDE1;NDE1;KIAA0430
cg22904679,TSS1500,SOX8
cg22918432,1stExon;1stExon,ARMC5;ARMC5
cg22947000,TSS200,BCMO1
cg22950163,1stExon,MMP2
cg22955525,TSS200,ZSCAN10
cg22959578,Body,KCTD5
cg22960635,TSS200,TELO2
cg22968966,,
cg22973038,Body,TUFM
cg22981125,,
cg22995106,5'UTR;TSS1500,SF3B3;COG4
cg23008708,1stExon;5'UTR,C16orf11;C16orf11
cg23040064,TSS1500,JPH3
cg23048366,5'UTR;5'UTR;TSS1500;1stExon;1stExon;TSS1500;TSS1500,HAGH;HAGH;FAHD1;HAGH;HAGH;FAHD1;FAHD1
cg23051598,5'UTR;1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon;1stExon;5'UTR,ATXN2L;ATXN2L;ATXN2L;ATXN2L;ATXN2L;ATXN2L;ATXN2L;ATXN2L;ATXN2L;ATXN2L
cg23057051,TSS200,MC1R
cg23083984,Body;Body,SPN;SPN
cg23092086,TSS1500;TSS1500,CES7;CES7
cg23093496,1stExon;5'UTR,C16orf54;C16orf54
cg23096689,TSS1500,FOXC2
cg23099347,TSS200,C16orf53
cg23103675,,
cg23113963,TSS1500,SCNN1B
cg23127291,5'UTR,CCDC102A
cg23142935,Body,CDR2
cg23165208,1stExon;5'UTR;TSS200,INO80E;INO80E;HIRIP3
cg23166955,5'UTR;5'UTR;5'UTR;1stExon;5'UTR,ALDOA;ALDOA;ALDOA;ALDOA;ALDOA
cg23166988,,
cg23172606,1stExon;TSS200;5'UTR,ANKS3;C16orf71;ANKS3
cg23178192,TSS1500,GSG1L
cg23185402,TSS200;TSS200;TSS200,PHKB;PHKB;ITFG1
cg23195510,TSS1500,RLTPR
cg23196985,1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR,CES1;CES1;CES1;CES1;CES1;CES1
cg23201199,Body;Body,ZNF205;ZNF205
cg23217005,TSS200,MT1F
cg23233631,Body;Body;Body;Body,MGRN1;MGRN1;MGRN1;MGRN1
cg23235241,Body,HS3ST4
cg23280064,Body,EDC4
cg23280681,TSS200,RUNDC2A
cg23280807,1stExon;5'UTR,SLC5A11;SLC5A11
cg23297477,5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;TSS1500,CMTM3;CMTM3;CMTM3;CMTM3;CMTM3;CMTM3;CMTM3
cg23353982,5'UTR,TBX6
cg23357257,Body;Body;Body;Body,SEZ6L2;SEZ6L2;SEZ6L2;SEZ6L2
cg23357854,1stExon,SLC9A5
cg23365071,Body,ZNF629
cg23380399,,
cg23388097,Body;Body;Body,TSC2;TSC2;TSC2
cg23392782,1stExon;TSS1500;TSS1500,RNF166;CTU2;CTU2
cg23401756,Body;Body,DPEP3;DPEP3
cg23412875,5'UTR;1stExon,ZNF263;ZNF263
cg23414876,5'UTR;1stExon;1stExon;5'UTR;Body,HSF4;HSF4;HSF4;HSF4;FBXL8
cg23439743,,
cg23440305,TSS200,TXNDC11
cg23444894,Body,LOC728276
cg23445511,1stExon;TSS200;5'UTR,COG8;NIP7;COG8
cg23454177,Body,PSMB10
cg23460697,1stExon;5'UTR;5'UTR,UBN1;UBN1;UBN1
cg23462861,TSS200,RAB26
cg23471482,TSS1500,CCL22
cg23472930,TSS1500,NTAN1
cg23481246,Body;3'UTR,STUB1;JMJD8
cg23487586,,
cg23514672,1stExon,TEKT5
cg23515125,,
cg23517548,1stExon,NFATC2IP
cg23519329,TSS1500,ADCY9
cg23530850,5'UTR;Body,KIAA0182;KIAA0182
cg23541811,TSS200,PKD1L3
cg23574752,1stExon,C16orf57
cg23578235,Body,TXNDC11
cg23580000,1stExon,ADCY7
cg23581183,TSS1500,MT2A
cg23582919,TSS1500;Body;Body,UBFD1;EARS2;EARS2
cg23601523,TSS1500;TSS1500;TSS1500;TSS1500,NFATC3;NFATC3;NFATC3;NFATC3
cg23603493,,
cg23606023,Body,CBFA2T3
cg23606079,5'UTR,CRISPLD2
cg23607889,,
cg23612557,1stExon;5'UTR;5'UTR;1stExon,KREMEN2;KREMEN2;KREMEN2;KREMEN2
cg23617760,TSS1500,KLHL36
cg23631578,1stExon,CLEC18B
cg23635060,,
cg23636419,Body;TSS1500,MAP1LC3B;FBXO31
cg23645479,TSS1500,KIAA0895L
cg23646856,TSS1500,TBC1D24
cg23654112,5'UTR,TBC1D24
cg23656386,TSS1500;TSS1500;TSS1500,SLC12A4;SLC12A4;SLC12A4
cg23657639,TSS1500,FAM38A
cg23660191,Body;1stExon,ZNF688;ZNF688
cg23663476,5'UTR;Body;5'UTR;5'UTR;1stExon;1stExon;1stExon,LAT;LAT;LAT;LAT;LAT;LAT;LAT
cg23669118,1stExon,C16orf38
cg23672752,TSS200,DYNC1LI2
cg23684449,Body;1stExon;5'UTR,GPT2;GPT2;GPT2
cg23689429,,
cg23711144,Body,MMP25
cg23712286,TSS200,ZFP1
cg23713520,Body,PLLP
cg23729479,5'UTR;1stExon;1stExon;5'UTR,PDPK1;PDPK1;PDPK1;PDPK1
cg23740245,Body,WDR24
cg23754665,,
cg23758485,5'UTR,SMPD3
cg23761196,TSS1500;TSS1500,CNOT1;CNOT1
cg23797100,TSS200;TSS1500;TSS1500;TSS1500,LAT;LAT;LAT;LAT
cg23802887,Body;Body,MGC23284;SNAI3
cg23806411,,
cg23813257,TSS1500;TSS200;TSS1500;TSS1500;TSS200;TSS200;TSS200;TSS1500,IL32;IL32;IL32;IL32;IL32;IL32;IL32;IL32
cg23815043,Body;TSS1500;Body,MGC23284;MVD;MGC23284
cg23815491,Body;Body,HP;HP
cg23830326,5'UTR,ZC3H18
cg23839398,TSS1500,KLHDC4
cg23840481,,
cg23858565,TSS1500,CTCF
cg23865698,TSS1500,WFDC1
cg23871933,Body,GINS2
cg23877786,TSS1500;TSS1500;TSS1500,RPL13;SNORD68;RPL13
cg23888450,Body;Body;Body,NOXO1;NOXO1;NOXO1
cg23890044,Body,RAB40C
cg23894003,Body,FBRS
cg23910243,Body;5'UTR;5'UTR,TGFB1I1;TGFB1I1;TGFB1I1
cg23970785,TSS1500,DEXI
cg23977108,TSS200;TSS200,PARN;PARN
cg23986219,Body;Body,BANP;BANP
cg23989635,5'UTR;1stExon,CDH1;CDH1
cg23998987,TSS1500,TBL3
cg24005950,TSS200;Body,SNORA10;RPS2
cg24014020,5'UTR;5'UTR,PIGQ;PIGQ
cg24033122,Body;Body,ITGAL;ITGAL
cg24046411,TSS200,CYBA
cg24049616,1stExon,IRX6
cg24056751,TSS200,LOC342346
cg24062157,Body,TRAP1
cg24062767,5'UTR;TSS1500,SPSB3;NUBP2
cg24063470,TSS1500,FOXC2
cg24071064,Body,RNF166
cg24075743,TSS200,PRM1
cg24091698,TSS1500,ERCC4
cg24110063,TSS200,COX6A2
cg24115627,TSS1500;TSS1500;TSS1500;Body,HSD3B7;HSD3B7;HSD3B7;SETD1A
cg24128028,Body,C16orf72
cg24148044,5'UTR,KIAA0513
cg24156555,Body,PRSS33
cg24160381,5'UTR,C16orf11
cg24198678,5'UTR;1stExon,DNASE1;DNASE1
cg24206694,TSS1500;TSS200,JMJD5;JMJD5
cg24208604,5'UTR;Body,CBFA2T3;CBFA2T3
cg24217877,,
cg24235633,Body;Body;TSS1500,LOC440356;LOC440356;CDIPT
cg24237576,TSS1500,DNASE1L2
cg24243406,1stExon,ZNF764
cg24250393,TSS1500;TSS1500,PRKCB;PRKCB
cg24264578,1stExon;5'UTR,OR2C1;OR2C1
cg24303478,,
cg24305797,TSS200,C16orf72
cg24306779,1stExon,MMP15
cg24306924,5'UTR;TSS1500,GPT2;GPT2
cg24307225,1stExon,CSNK2A2
cg24333473,1stExon;5'UTR;TSS1500,ZNF597;ZNF597;NAT15
cg24367314,5'UTR;5'UTR,AKTIP;AKTIP
cg24399405,TSS1500;TSS1500,C16orf35;C16orf35
cg24415082,TSS200,RFWD3
cg24429836,TSS200;TSS200,LDHD;LDHD
cg24433189,TSS200;Body,SSTR5;LOC146336
cg24444408,Body,KLHDC4
cg24474998,TSS200,GDE1
cg24492022,TSS1500;TSS1500,RPS15A;RPS15A
cg24536529,Body,RLTPR
cg24565496,TSS1500,LMF1
cg24567591,TSS1500;TSS1500,CREBBP;CREBBP
cg24569270,Body;TSS1500;Body,MGC23284;MVD;MGC23284
cg24584252,,
cg24633242,TSS200;TSS200,AKTIP;AKTIP
cg24642468,1stExon,C16orf78
cg24652919,Body;Body;Body;TSS1500;TSS1500,HCFC1R1;HCFC1R1;HCFC1R1;THOC6;THOC6
cg24654547,TSS200;1stExon;5'UTR,DUS2L;DDX28;DDX28
cg24662961,TSS1500,IRX3
cg24687764,TSS1500;TSS1500,C16orf46;C16orf46
cg24702091,,
cg24705286,1stExon;5'UTR;5'UTR,JMJD5;JMJD5;JMJD5
cg24715473,TSS200,TMEM188
cg24728281,,
